vtx-B05-n22-n4-n2	Δ = -22	bi.bi = -4	b0.bi = -2	3 x (irr-B5-11)
vtx-B05-720-110-48	Δ = 720	bi.bi = 110	b0.bi = 48	20 x (irr-B5-11) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-721-49-35	Δ = 721	bi.bi = 49	b0.bi = 35	21 x (irr-B5-32-h) + 8 x (irr-B5-55)
vtx-B05-721-78-42	Δ = 721	bi.bi = 78	b0.bi = 42	1 x (irr-B5-11) + 20 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-721-88-44	Δ = 721	bi.bi = 88	b0.bi = 44	9 x (irr-B5-11) + 12 x (irr-B5-32-h) + 2 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-722-43-31	Δ = 722	bi.bi = 43	b0.bi = 31	28 x (irr-B5-11) + 19 x (irr-B5-32-h) + 1 x (irr-B5-165)
vtx-B05-722-62-38	Δ = 722	bi.bi = 62	b0.bi = 38	2 x (irr-B5-11) + 20 x (irr-B5-32-h) + 5 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-722-72-40	Δ = 722	bi.bi = 72	b0.bi = 40	14 x (irr-B5-11) + 8 x (irr-B5-32-h) + 3 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-723-75-41-a	Δ = 723	bi.bi = 75	b0.bi = 41	8 x (irr-B5-11) + 15 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 2 x (irr-B5-165)
vtx-B05-723-75-41-b	Δ = 723	bi.bi = 75	b0.bi = 41	4 x (irr-B5-11) + 19 x (irr-B5-32-h) + 2 x (irr-B5-55) + 2 x (irr-B5-320-h)
vtx-B05-723-85-43	Δ = 723	bi.bi = 85	b0.bi = 43	16 x (irr-B5-11) + 7 x (irr-B5-32-h) + 1 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-724-30-28	Δ = 724	bi.bi = 30	b0.bi = 28	23 x (irr-B5-11) + 26 x (irr-B5-32-h) + 2 x (irr-B5-55)
vtx-B05-724-59-37	Δ = 724	bi.bi = 59	b0.bi = 37	9 x (irr-B5-11) + 15 x (irr-B5-32-h) + 5 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-724-94-44	Δ = 724	bi.bi = 94	b0.bi = 44	22 x (irr-B5-11) + 2 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-725-33-29	Δ = 725	bi.bi = 33	b0.bi = 29	17 x (irr-B5-11) + 33 x (irr-B5-32-h) + 1 x (irr-B5-65)
vtx-B05-725-62-38	Δ = 725	bi.bi = 62	b0.bi = 38	3 x (irr-B5-11) + 22 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-725-72-40	Δ = 725	bi.bi = 72	b0.bi = 40	11 x (irr-B5-11) + 14 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-725-82-42	Δ = 725	bi.bi = 82	b0.bi = 42	23 x (irr-B5-11) + 2 x (irr-B5-32-h) + 3 x (irr-B5-165)
vtx-B05-725-97-45	Δ = 725	bi.bi = 97	b0.bi = 45	16 x (irr-B5-11) + 9 x (irr-B5-32-h) + 2 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-726-46-34	Δ = 726	bi.bi = 46	b0.bi = 34	4 x (irr-B5-11) + 22 x (irr-B5-32-h) + 7 x (irr-B5-55)
vtx-B05-726-75-41	Δ = 726	bi.bi = 75	b0.bi = 41	5 x (irr-B5-11) + 21 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-727-59-37	Δ = 727	bi.bi = 59	b0.bi = 37	6 x (irr-B5-11) + 21 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-727-69-39	Δ = 727	bi.bi = 69	b0.bi = 39	18 x (irr-B5-11) + 9 x (irr-B5-32-h) + 2 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-728-62-38	Δ = 728	bi.bi = 62	b0.bi = 38	28 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h)
vtx-B05-728-72-40-a	Δ = 728	bi.bi = 72	b0.bi = 40	12 x (irr-B5-11) + 16 x (irr-B5-32-h) + 1 x (irr-B5-65) + 2 x (irr-B5-165)
vtx-B05-728-72-40-b	Δ = 728	bi.bi = 72	b0.bi = 40	8 x (irr-B5-11) + 20 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-320-h)
vtx-B05-729-27-27	Δ = 729	bi.bi = 27	b0.bi = 27	27 x (irr-B5-11) + 27 x (irr-B5-32-h) + 1 x (irr-B5-55)
vtx-B05-729-56-36	Δ = 729	bi.bi = 56	b0.bi = 36	13 x (irr-B5-11) + 16 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-729-91-43	Δ = 729	bi.bi = 91	b0.bi = 43	26 x (irr-B5-11) + 3 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-729-114-52	Δ = 729	bi.bi = 114	b0.bi = 52	4 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 3 x (irr-B5-165)
vtx-B05-730-59-37	Δ = 730	bi.bi = 59	b0.bi = 37	7 x (irr-B5-11) + 23 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-730-69-39	Δ = 730	bi.bi = 69	b0.bi = 39	15 x (irr-B5-11) + 15 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-730-98-48	Δ = 730	bi.bi = 98	b0.bi = 48	1 x (irr-B5-11) + 4 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-731-43-33	Δ = 731	bi.bi = 43	b0.bi = 33	8 x (irr-B5-11) + 23 x (irr-B5-32-h) + 6 x (irr-B5-55)
vtx-B05-731-62-38	Δ = 731	bi.bi = 62	b0.bi = 38	1 x (irr-B5-11) + 30 x (irr-B5-32-h) + 2 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-731-111-51	Δ = 731	bi.bi = 111	b0.bi = 51	3 x (irr-B5-11) + 3 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-731-126-54	Δ = 731	bi.bi = 126	b0.bi = 54	6 x (irr-B5-32-h) + 3 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-732-46-34	Δ = 732	bi.bi = 46	b0.bi = 34	2 x (irr-B5-11) + 30 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-65)
vtx-B05-732-56-36	Δ = 732	bi.bi = 56	b0.bi = 36	10 x (irr-B5-11) + 22 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-732-66-38	Δ = 732	bi.bi = 66	b0.bi = 38	22 x (irr-B5-11) + 10 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-732-110-50	Δ = 732	bi.bi = 110	b0.bi = 50	1 x (irr-B5-11) + 6 x (irr-B5-32-h) + 4 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-733-59-37	Δ = 733	bi.bi = 59	b0.bi = 37	4 x (irr-B5-11) + 29 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h)
vtx-B05-733-69-39	Δ = 733	bi.bi = 69	b0.bi = 39	12 x (irr-B5-11) + 21 x (irr-B5-32-h) + 2 x (irr-B5-320-h)
vtx-B05-733-98-48	Δ = 733	bi.bi = 98	b0.bi = 48	2 x (irr-B5-11) + 6 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 3 x (irr-B5-165)
vtx-B05-733-123-53	Δ = 733	bi.bi = 123	b0.bi = 53	3 x (irr-B5-11) + 5 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-734-24-26	Δ = 734	bi.bi = 24	b0.bi = 26	31 x (irr-B5-11) + 28 x (irr-B5-32-h)
vtx-B05-734-53-35	Δ = 734	bi.bi = 53	b0.bi = 35	17 x (irr-B5-11) + 17 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-734-82-44	Δ = 734	bi.bi = 82	b0.bi = 44	3 x (irr-B5-11) + 6 x (irr-B5-32-h) + 6 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-734-88-42	Δ = 734	bi.bi = 88	b0.bi = 42	30 x (irr-B5-11) + 4 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-734-111-51	Δ = 734	bi.bi = 111	b0.bi = 51	9 x (irr-B5-32-h) + 3 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-735-56-36	Δ = 735	bi.bi = 56	b0.bi = 36	11 x (irr-B5-11) + 24 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-735-66-38	Δ = 735	bi.bi = 66	b0.bi = 38	19 x (irr-B5-11) + 16 x (irr-B5-32-h) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-735-95-47	Δ = 735	bi.bi = 95	b0.bi = 47	5 x (irr-B5-11) + 5 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-735-120-52	Δ = 735	bi.bi = 120	b0.bi = 52	10 x (irr-B5-11) + 1 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-736-40-32	Δ = 736	bi.bi = 40	b0.bi = 32	12 x (irr-B5-11) + 24 x (irr-B5-32-h) + 5 x (irr-B5-55)
vtx-B05-736-104-48	Δ = 736	bi.bi = 104	b0.bi = 48	11 x (irr-B5-11) + 5 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-736-108-50	Δ = 736	bi.bi = 108	b0.bi = 50	7 x (irr-B5-11) + 4 x (irr-B5-32-h) + 2 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-737-43-33	Δ = 737	bi.bi = 43	b0.bi = 33	6 x (irr-B5-11) + 31 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-65)
vtx-B05-737-53-35	Δ = 737	bi.bi = 53	b0.bi = 35	14 x (irr-B5-11) + 23 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-737-63-37	Δ = 737	bi.bi = 63	b0.bi = 37	26 x (irr-B5-11) + 11 x (irr-B5-32-h) + 2 x (irr-B5-165)
vtx-B05-737-82-44	Δ = 737	bi.bi = 82	b0.bi = 44	12 x (irr-B5-32-h) + 5 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-737-92-46	Δ = 737	bi.bi = 92	b0.bi = 46	12 x (irr-B5-11) + 3 x (irr-B5-55) + 3 x (irr-B5-165)
vtx-B05-737-107-49	Δ = 737	bi.bi = 107	b0.bi = 49	5 x (irr-B5-11) + 7 x (irr-B5-32-h) + 3 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-738-46-34	Δ = 738	bi.bi = 46	b0.bi = 34	38 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-65)
vtx-B05-738-56-36	Δ = 738	bi.bi = 56	b0.bi = 36	8 x (irr-B5-11) + 30 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h)
vtx-B05-738-95-47-a	Δ = 738	bi.bi = 95	b0.bi = 47	2 x (irr-B5-11) + 11 x (irr-B5-32-h) + 2 x (irr-B5-55) + 2 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-738-95-47-b	Δ = 738	bi.bi = 95	b0.bi = 47	6 x (irr-B5-11) + 7 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 3 x (irr-B5-165)
vtx-B05-738-120-52	Δ = 738	bi.bi = 120	b0.bi = 52	7 x (irr-B5-11) + 6 x (irr-B5-32-h) + 2 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-739-50-34	Δ = 739	bi.bi = 50	b0.bi = 34	21 x (irr-B5-11) + 18 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-739-79-43	Δ = 739	bi.bi = 79	b0.bi = 43	7 x (irr-B5-11) + 7 x (irr-B5-32-h) + 5 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-740-53-35	Δ = 740	bi.bi = 53	b0.bi = 35	15 x (irr-B5-11) + 25 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-740-82-44	Δ = 740	bi.bi = 82	b0.bi = 44	1 x (irr-B5-11) + 14 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-65) + 2 x (irr-B5-165)
vtx-B05-740-92-46	Δ = 740	bi.bi = 92	b0.bi = 46	9 x (irr-B5-11) + 6 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-740-117-51	Δ = 740	bi.bi = 117	b0.bi = 51	14 x (irr-B5-11) + 1 x (irr-B5-32-h) + 2 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-741-37-31	Δ = 741	bi.bi = 37	b0.bi = 31	16 x (irr-B5-11) + 25 x (irr-B5-32-h) + 4 x (irr-B5-55)
vtx-B05-741-66-40	Δ = 741	bi.bi = 66	b0.bi = 40	2 x (irr-B5-11) + 14 x (irr-B5-32-h) + 7 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-741-95-47	Δ = 741	bi.bi = 95	b0.bi = 47	3 x (irr-B5-11) + 13 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-741-101-47	Δ = 741	bi.bi = 101	b0.bi = 47	15 x (irr-B5-11) + 1 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-742-40-32	Δ = 742	bi.bi = 40	b0.bi = 32	10 x (irr-B5-11) + 32 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65)
vtx-B05-742-50-34	Δ = 742	bi.bi = 50	b0.bi = 34	18 x (irr-B5-11) + 24 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-742-79-43	Δ = 742	bi.bi = 79	b0.bi = 43	4 x (irr-B5-11) + 13 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-742-89-45	Δ = 742	bi.bi = 89	b0.bi = 45	16 x (irr-B5-11) + 1 x (irr-B5-32-h) + 2 x (irr-B5-55) + 3 x (irr-B5-165)
vtx-B05-742-104-48	Δ = 742	bi.bi = 104	b0.bi = 48	9 x (irr-B5-11) + 8 x (irr-B5-32-h) + 2 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-742-114-50	Δ = 742	bi.bi = 114	b0.bi = 50	17 x (irr-B5-11) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-743-43-33	Δ = 743	bi.bi = 43	b0.bi = 33	4 x (irr-B5-11) + 39 x (irr-B5-32-h) + 2 x (irr-B5-65)
vtx-B05-743-92-46-a	Δ = 743	bi.bi = 92	b0.bi = 46	6 x (irr-B5-11) + 12 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-743-92-46-b	Δ = 743	bi.bi = 92	b0.bi = 46	10 x (irr-B5-11) + 8 x (irr-B5-32-h) + 1 x (irr-B5-65) + 3 x (irr-B5-165)
vtx-B05-743-107-49	Δ = 743	bi.bi = 107	b0.bi = 49	3 x (irr-B5-11) + 15 x (irr-B5-32-h) + 3 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-744-47-33	Δ = 744	bi.bi = 47	b0.bi = 33	25 x (irr-B5-11) + 19 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-744-76-42	Δ = 744	bi.bi = 76	b0.bi = 42	11 x (irr-B5-11) + 8 x (irr-B5-32-h) + 4 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-745-79-43-a	Δ = 745	bi.bi = 79	b0.bi = 43	5 x (irr-B5-11) + 15 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 2 x (irr-B5-165)
vtx-B05-745-79-43-b	Δ = 745	bi.bi = 79	b0.bi = 43	1 x (irr-B5-11) + 19 x (irr-B5-32-h) + 3 x (irr-B5-55) + 2 x (irr-B5-320-h)
vtx-B05-745-89-45	Δ = 745	bi.bi = 89	b0.bi = 45	13 x (irr-B5-11) + 7 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-746-34-30	Δ = 746	bi.bi = 34	b0.bi = 30	20 x (irr-B5-11) + 26 x (irr-B5-32-h) + 3 x (irr-B5-55)
vtx-B05-746-63-39	Δ = 746	bi.bi = 63	b0.bi = 39	6 x (irr-B5-11) + 15 x (irr-B5-32-h) + 6 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-746-92-46	Δ = 746	bi.bi = 92	b0.bi = 46	3 x (irr-B5-11) + 18 x (irr-B5-32-h) + 3 x (irr-B5-320-h)
vtx-B05-746-98-46	Δ = 746	bi.bi = 98	b0.bi = 46	19 x (irr-B5-11) + 2 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-747-37-31	Δ = 747	bi.bi = 37	b0.bi = 31	14 x (irr-B5-11) + 33 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65)
vtx-B05-747-47-33	Δ = 747	bi.bi = 47	b0.bi = 33	22 x (irr-B5-11) + 25 x (irr-B5-32-h) + 1 x (irr-B5-320-h)
vtx-B05-747-66-40	Δ = 747	bi.bi = 66	b0.bi = 40	22 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-747-76-42	Δ = 747	bi.bi = 76	b0.bi = 42	8 x (irr-B5-11) + 14 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-747-86-44	Δ = 747	bi.bi = 86	b0.bi = 44	20 x (irr-B5-11) + 2 x (irr-B5-32-h) + 1 x (irr-B5-55) + 3 x (irr-B5-165)
vtx-B05-747-101-47	Δ = 747	bi.bi = 101	b0.bi = 47	13 x (irr-B5-11) + 9 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-747-111-49	Δ = 747	bi.bi = 111	b0.bi = 49	21 x (irr-B5-11) + 1 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-748-50-36	Δ = 748	bi.bi = 50	b0.bi = 36	1 x (irr-B5-11) + 22 x (irr-B5-32-h) + 8 x (irr-B5-55)
vtx-B05-748-79-43	Δ = 748	bi.bi = 79	b0.bi = 43	2 x (irr-B5-11) + 21 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-748-89-45	Δ = 748	bi.bi = 89	b0.bi = 45	10 x (irr-B5-11) + 13 x (irr-B5-32-h) + 2 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-749-44-32	Δ = 749	bi.bi = 44	b0.bi = 32	29 x (irr-B5-11) + 20 x (irr-B5-32-h) + 1 x (irr-B5-165)
vtx-B05-749-63-39	Δ = 749	bi.bi = 63	b0.bi = 39	3 x (irr-B5-11) + 21 x (irr-B5-32-h) + 5 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-749-73-41	Δ = 749	bi.bi = 73	b0.bi = 41	15 x (irr-B5-11) + 9 x (irr-B5-32-h) + 3 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-750-76-42-a	Δ = 750	bi.bi = 76	b0.bi = 42	9 x (irr-B5-11) + 16 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 2 x (irr-B5-165)
vtx-B05-750-76-42-b	Δ = 750	bi.bi = 76	b0.bi = 42	5 x (irr-B5-11) + 20 x (irr-B5-32-h) + 2 x (irr-B5-55) + 2 x (irr-B5-320-h)
vtx-B05-750-86-44	Δ = 750	bi.bi = 86	b0.bi = 44	17 x (irr-B5-11) + 8 x (irr-B5-32-h) + 1 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-751-31-29	Δ = 751	bi.bi = 31	b0.bi = 29	24 x (irr-B5-11) + 27 x (irr-B5-32-h) + 2 x (irr-B5-55)
vtx-B05-751-60-38	Δ = 751	bi.bi = 60	b0.bi = 38	10 x (irr-B5-11) + 16 x (irr-B5-32-h) + 5 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-751-95-45	Δ = 751	bi.bi = 95	b0.bi = 45	23 x (irr-B5-11) + 3 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-752-34-30	Δ = 752	bi.bi = 34	b0.bi = 30	18 x (irr-B5-11) + 34 x (irr-B5-32-h) + 1 x (irr-B5-65)
vtx-B05-752-63-39	Δ = 752	bi.bi = 63	b0.bi = 39	4 x (irr-B5-11) + 23 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-752-73-41	Δ = 752	bi.bi = 73	b0.bi = 41	12 x (irr-B5-11) + 15 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-752-83-43	Δ = 752	bi.bi = 83	b0.bi = 43	24 x (irr-B5-11) + 3 x (irr-B5-32-h) + 3 x (irr-B5-165)
vtx-B05-752-98-46	Δ = 752	bi.bi = 98	b0.bi = 46	17 x (irr-B5-11) + 10 x (irr-B5-32-h) + 2 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-753-47-35	Δ = 753	bi.bi = 47	b0.bi = 35	5 x (irr-B5-11) + 23 x (irr-B5-32-h) + 7 x (irr-B5-55)
vtx-B05-753-76-42	Δ = 753	bi.bi = 76	b0.bi = 42	6 x (irr-B5-11) + 22 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-753-115-53	Δ = 753	bi.bi = 115	b0.bi = 53	3 x (irr-B5-32-h) + 2 x (irr-B5-55) + 2 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-754-60-38	Δ = 754	bi.bi = 60	b0.bi = 38	7 x (irr-B5-11) + 22 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-754-70-40	Δ = 754	bi.bi = 70	b0.bi = 40	19 x (irr-B5-11) + 10 x (irr-B5-32-h) + 2 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-755-63-39	Δ = 755	bi.bi = 63	b0.bi = 39	1 x (irr-B5-11) + 29 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h)
vtx-B05-755-73-41-a	Δ = 755	bi.bi = 73	b0.bi = 41	9 x (irr-B5-11) + 21 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-320-h)
vtx-B05-755-73-41-b	Δ = 755	bi.bi = 73	b0.bi = 41	13 x (irr-B5-11) + 17 x (irr-B5-32-h) + 1 x (irr-B5-65) + 2 x (irr-B5-165)
vtx-B05-755-127-55	Δ = 755	bi.bi = 127	b0.bi = 55	5 x (irr-B5-32-h) + 2 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-756-28-28	Δ = 756	bi.bi = 28	b0.bi = 28	28 x (irr-B5-11) + 28 x (irr-B5-32-h) + 1 x (irr-B5-55)
vtx-B05-756-57-37	Δ = 756	bi.bi = 57	b0.bi = 37	14 x (irr-B5-11) + 17 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-756-86-46	Δ = 756	bi.bi = 86	b0.bi = 46	6 x (irr-B5-32-h) + 7 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-756-92-44	Δ = 756	bi.bi = 92	b0.bi = 44	27 x (irr-B5-11) + 4 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-756-115-53	Δ = 756	bi.bi = 115	b0.bi = 53	1 x (irr-B5-11) + 5 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 3 x (irr-B5-165)
vtx-B05-757-60-38	Δ = 757	bi.bi = 60	b0.bi = 38	8 x (irr-B5-11) + 24 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-757-70-40	Δ = 757	bi.bi = 70	b0.bi = 40	16 x (irr-B5-11) + 16 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-757-99-49	Δ = 757	bi.bi = 99	b0.bi = 49	2 x (irr-B5-11) + 5 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-757-124-54	Δ = 757	bi.bi = 124	b0.bi = 54	7 x (irr-B5-11) + 2 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-758-44-34	Δ = 758	bi.bi = 44	b0.bi = 34	9 x (irr-B5-11) + 24 x (irr-B5-32-h) + 6 x (irr-B5-55)
vtx-B05-758-63-39	Δ = 758	bi.bi = 63	b0.bi = 39	2 x (irr-B5-11) + 31 x (irr-B5-32-h) + 2 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-758-108-50	Δ = 758	bi.bi = 108	b0.bi = 50	8 x (irr-B5-11) + 6 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-330)
