vtx-B05-n22-n4-n2	Δ = -22	bi.bi = -4	b0.bi = -2	3 x (irr-B5-11)
vtx-B05-867-115-55	Δ = 867	bi.bi = 115	b0.bi = 55	6 x (irr-B5-11) + 11 x (irr-B5-32-h) + 4 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-867-125-57	Δ = 867	bi.bi = 125	b0.bi = 57	14 x (irr-B5-11) + 3 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-868-54-40	Δ = 868	bi.bi = 54	b0.bi = 40	1 x (irr-B5-11) + 42 x (irr-B5-32-h) + 2 x (irr-B5-55) + 2 x (irr-B5-65)
vtx-B05-868-64-42	Δ = 868	bi.bi = 64	b0.bi = 42	9 x (irr-B5-11) + 34 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h)
vtx-B05-868-74-44	Δ = 868	bi.bi = 74	b0.bi = 44	17 x (irr-B5-11) + 26 x (irr-B5-32-h) + 2 x (irr-B5-320-h)
vtx-B05-868-90-46	Δ = 868	bi.bi = 90	b0.bi = 46	41 x (irr-B5-11) + 2 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-330)
vtx-B05-868-103-53-a	Δ = 868	bi.bi = 103	b0.bi = 53	7 x (irr-B5-11) + 11 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 3 x (irr-B5-165)
vtx-B05-868-103-53-b	Δ = 868	bi.bi = 103	b0.bi = 53	3 x (irr-B5-11) + 15 x (irr-B5-32-h) + 3 x (irr-B5-55) + 2 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-868-113-55	Δ = 868	bi.bi = 113	b0.bi = 55	15 x (irr-B5-11) + 3 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-320-h) + 3 x (irr-B5-165)
vtx-B05-868-118-56	Δ = 868	bi.bi = 118	b0.bi = 56	18 x (irr-B5-32-h) + 2 x (irr-B5-55) + 3 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-868-128-58	Δ = 868	bi.bi = 128	b0.bi = 58	8 x (irr-B5-11) + 10 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-868-138-60	Δ = 868	bi.bi = 138	b0.bi = 60	16 x (irr-B5-11) + 2 x (irr-B5-32-h) + 1 x (irr-B5-65) + 2 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-868-234-76	Δ = 868	bi.bi = 234	b0.bi = 76	17 x (irr-B5-11) + 2 x (irr-B5-32-h) + 1 x (irr-B5-1408-h)
vtx-B05-869-29-31	Δ = 869	bi.bi = 29	b0.bi = 31	36 x (irr-B5-11) + 33 x (irr-B5-32-h)
vtx-B05-869-58-40	Δ = 869	bi.bi = 58	b0.bi = 40	22 x (irr-B5-11) + 22 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-869-87-49	Δ = 869	bi.bi = 87	b0.bi = 49	8 x (irr-B5-11) + 11 x (irr-B5-32-h) + 6 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-869-93-47	Δ = 869	bi.bi = 93	b0.bi = 47	35 x (irr-B5-11) + 9 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-869-106-54	Δ = 869	bi.bi = 106	b0.bi = 54	1 x (irr-B5-11) + 18 x (irr-B5-32-h) + 2 x (irr-B5-65) + 3 x (irr-B5-165)
vtx-B05-869-116-56	Δ = 869	bi.bi = 116	b0.bi = 56	5 x (irr-B5-11) + 14 x (irr-B5-32-h) + 3 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-869-155-63	Δ = 869	bi.bi = 155	b0.bi = 63	14 x (irr-B5-11) + 3 x (irr-B5-32-h) + 4 x (irr-B5-65) + 1 x (irr-B5-462)
vtx-B05-870-61-41	Δ = 870	bi.bi = 61	b0.bi = 41	16 x (irr-B5-11) + 29 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-870-71-43	Δ = 870	bi.bi = 71	b0.bi = 43	24 x (irr-B5-11) + 21 x (irr-B5-32-h) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-870-90-50	Δ = 870	bi.bi = 90	b0.bi = 50	2 x (irr-B5-11) + 18 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-65) + 2 x (irr-B5-165)
vtx-B05-870-100-52	Δ = 870	bi.bi = 100	b0.bi = 52	10 x (irr-B5-11) + 10 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-870-125-57	Δ = 870	bi.bi = 125	b0.bi = 57	15 x (irr-B5-11) + 5 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-871-45-37	Δ = 871	bi.bi = 45	b0.bi = 37	17 x (irr-B5-11) + 29 x (irr-B5-32-h) + 5 x (irr-B5-55)
vtx-B05-871-74-46	Δ = 871	bi.bi = 74	b0.bi = 46	3 x (irr-B5-11) + 18 x (irr-B5-32-h) + 8 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-871-103-53-a	Δ = 871	bi.bi = 103	b0.bi = 53	21 x (irr-B5-32-h) + 2 x (irr-B5-55) + 3 x (irr-B5-320-h)
vtx-B05-871-103-53-b	Δ = 871	bi.bi = 103	b0.bi = 53	4 x (irr-B5-11) + 17 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-871-109-53	Δ = 871	bi.bi = 109	b0.bi = 53	16 x (irr-B5-11) + 5 x (irr-B5-32-h) + 5 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-871-113-55	Δ = 871	bi.bi = 113	b0.bi = 55	12 x (irr-B5-11) + 9 x (irr-B5-32-h) + 2 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-872-48-38	Δ = 872	bi.bi = 48	b0.bi = 38	11 x (irr-B5-11) + 36 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-65)
vtx-B05-872-58-40	Δ = 872	bi.bi = 58	b0.bi = 40	19 x (irr-B5-11) + 28 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-872-68-42	Δ = 872	bi.bi = 68	b0.bi = 42	31 x (irr-B5-11) + 16 x (irr-B5-32-h) + 2 x (irr-B5-165)
vtx-B05-872-87-49	Δ = 872	bi.bi = 87	b0.bi = 49	5 x (irr-B5-11) + 17 x (irr-B5-32-h) + 5 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-872-97-51	Δ = 872	bi.bi = 97	b0.bi = 51	17 x (irr-B5-11) + 5 x (irr-B5-32-h) + 3 x (irr-B5-55) + 3 x (irr-B5-165)
vtx-B05-872-112-54	Δ = 872	bi.bi = 112	b0.bi = 54	10 x (irr-B5-11) + 12 x (irr-B5-32-h) + 3 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-872-122-56	Δ = 872	bi.bi = 122	b0.bi = 56	18 x (irr-B5-11) + 4 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-873-51-39	Δ = 873	bi.bi = 51	b0.bi = 39	5 x (irr-B5-11) + 43 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-65)
vtx-B05-873-61-41	Δ = 873	bi.bi = 61	b0.bi = 41	13 x (irr-B5-11) + 35 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h)
vtx-B05-873-87-45	Δ = 873	bi.bi = 87	b0.bi = 45	45 x (irr-B5-11) + 3 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-330)
vtx-B05-873-100-52-a	Δ = 873	bi.bi = 100	b0.bi = 52	11 x (irr-B5-11) + 12 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 3 x (irr-B5-165)
vtx-B05-873-100-52-b	Δ = 873	bi.bi = 100	b0.bi = 52	7 x (irr-B5-11) + 16 x (irr-B5-32-h) + 2 x (irr-B5-55) + 2 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-873-110-54	Δ = 873	bi.bi = 110	b0.bi = 54	19 x (irr-B5-11) + 4 x (irr-B5-32-h) + 1 x (irr-B5-320-h) + 3 x (irr-B5-165)
vtx-B05-873-115-55	Δ = 873	bi.bi = 115	b0.bi = 55	4 x (irr-B5-11) + 19 x (irr-B5-32-h) + 1 x (irr-B5-55) + 3 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-873-125-57	Δ = 873	bi.bi = 125	b0.bi = 57	12 x (irr-B5-11) + 11 x (irr-B5-32-h) + 2 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-874-55-39	Δ = 874	bi.bi = 55	b0.bi = 39	26 x (irr-B5-11) + 23 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-874-74-46	Δ = 874	bi.bi = 74	b0.bi = 46	24 x (irr-B5-32-h) + 7 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-874-84-48	Δ = 874	bi.bi = 84	b0.bi = 48	12 x (irr-B5-11) + 12 x (irr-B5-32-h) + 5 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-874-103-53	Δ = 874	bi.bi = 103	b0.bi = 53	1 x (irr-B5-11) + 23 x (irr-B5-32-h) + 1 x (irr-B5-65) + 2 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-875-58-40	Δ = 875	bi.bi = 58	b0.bi = 40	20 x (irr-B5-11) + 30 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-875-87-49-a	Δ = 875	bi.bi = 87	b0.bi = 49	2 x (irr-B5-11) + 23 x (irr-B5-32-h) + 4 x (irr-B5-55) + 2 x (irr-B5-320-h)
vtx-B05-875-87-49-b	Δ = 875	bi.bi = 87	b0.bi = 49	6 x (irr-B5-11) + 19 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-65) + 2 x (irr-B5-165)
vtx-B05-875-97-51	Δ = 875	bi.bi = 97	b0.bi = 51	14 x (irr-B5-11) + 11 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-875-122-56	Δ = 875	bi.bi = 122	b0.bi = 56	19 x (irr-B5-11) + 6 x (irr-B5-32-h) + 2 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-875-126-60	Δ = 875	bi.bi = 126	b0.bi = 60	5 x (irr-B5-55) + 1 x (irr-B5-320-h) + 3 x (irr-B5-165)
vtx-B05-876-42-36	Δ = 876	bi.bi = 42	b0.bi = 36	21 x (irr-B5-11) + 30 x (irr-B5-32-h) + 4 x (irr-B5-55)
vtx-B05-876-71-45	Δ = 876	bi.bi = 71	b0.bi = 45	7 x (irr-B5-11) + 19 x (irr-B5-32-h) + 7 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-876-90-50	Δ = 876	bi.bi = 90	b0.bi = 50	26 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-65) + 2 x (irr-B5-165)
vtx-B05-876-100-52-a	Δ = 876	bi.bi = 100	b0.bi = 52	4 x (irr-B5-11) + 22 x (irr-B5-32-h) + 1 x (irr-B5-55) + 3 x (irr-B5-320-h)
vtx-B05-876-100-52-b	Δ = 876	bi.bi = 100	b0.bi = 52	8 x (irr-B5-11) + 18 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-876-106-52	Δ = 876	bi.bi = 106	b0.bi = 52	20 x (irr-B5-11) + 6 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-877-45-37	Δ = 877	bi.bi = 45	b0.bi = 37	15 x (irr-B5-11) + 37 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65)
vtx-B05-877-55-39	Δ = 877	bi.bi = 55	b0.bi = 39	23 x (irr-B5-11) + 29 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-877-74-46	Δ = 877	bi.bi = 74	b0.bi = 46	1 x (irr-B5-11) + 26 x (irr-B5-32-h) + 5 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-877-84-48	Δ = 877	bi.bi = 84	b0.bi = 48	9 x (irr-B5-11) + 18 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-877-94-50	Δ = 877	bi.bi = 94	b0.bi = 50	21 x (irr-B5-11) + 6 x (irr-B5-32-h) + 2 x (irr-B5-55) + 3 x (irr-B5-165)
vtx-B05-877-109-53	Δ = 877	bi.bi = 109	b0.bi = 53	14 x (irr-B5-11) + 13 x (irr-B5-32-h) + 2 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-877-119-55	Δ = 877	bi.bi = 119	b0.bi = 55	22 x (irr-B5-11) + 5 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-877-138-62	Δ = 877	bi.bi = 138	b0.bi = 62	2 x (irr-B5-32-h) + 5 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-878-48-38	Δ = 878	bi.bi = 48	b0.bi = 38	9 x (irr-B5-11) + 44 x (irr-B5-32-h) + 2 x (irr-B5-65)
vtx-B05-878-58-42	Δ = 878	bi.bi = 58	b0.bi = 42	2 x (irr-B5-11) + 26 x (irr-B5-32-h) + 9 x (irr-B5-55)
vtx-B05-878-84-44	Δ = 878	bi.bi = 84	b0.bi = 44	49 x (irr-B5-11) + 4 x (irr-B5-32-h) + 1 x (irr-B5-330)
vtx-B05-878-87-49	Δ = 878	bi.bi = 87	b0.bi = 49	3 x (irr-B5-11) + 25 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-878-97-51-a	Δ = 878	bi.bi = 97	b0.bi = 51	15 x (irr-B5-11) + 13 x (irr-B5-32-h) + 1 x (irr-B5-65) + 3 x (irr-B5-165)
vtx-B05-878-97-51-b	Δ = 878	bi.bi = 97	b0.bi = 51	11 x (irr-B5-11) + 17 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-878-112-54	Δ = 878	bi.bi = 112	b0.bi = 54	8 x (irr-B5-11) + 20 x (irr-B5-32-h) + 3 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-878-122-58	Δ = 878	bi.bi = 122	b0.bi = 58	1 x (irr-B5-11) + 2 x (irr-B5-32-h) + 9 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-878-126-60	Δ = 878	bi.bi = 126	b0.bi = 60	1 x (irr-B5-11) + 2 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-65) + 4 x (irr-B5-165)
vtx-B05-878-151-65	Δ = 878	bi.bi = 151	b0.bi = 65	2 x (irr-B5-11) + 1 x (irr-B5-32-h) + 2 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-879-52-38	Δ = 879	bi.bi = 52	b0.bi = 38	30 x (irr-B5-11) + 24 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-879-71-45	Δ = 879	bi.bi = 71	b0.bi = 45	4 x (irr-B5-11) + 25 x (irr-B5-32-h) + 6 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-879-81-47	Δ = 879	bi.bi = 81	b0.bi = 47	16 x (irr-B5-11) + 13 x (irr-B5-32-h) + 4 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-879-110-56	Δ = 879	bi.bi = 110	b0.bi = 56	2 x (irr-B5-11) + 2 x (irr-B5-32-h) + 7 x (irr-B5-55) + 3 x (irr-B5-165)
vtx-B05-879-116-54	Δ = 879	bi.bi = 116	b0.bi = 54	29 x (irr-B5-11) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-879-135-61	Δ = 879	bi.bi = 135	b0.bi = 61	3 x (irr-B5-11) + 1 x (irr-B5-32-h) + 6 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-879-139-63	Δ = 879	bi.bi = 139	b0.bi = 63	3 x (irr-B5-11) + 1 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 4 x (irr-B5-165)
vtx-B05-880-84-48-a	Δ = 880	bi.bi = 84	b0.bi = 48	6 x (irr-B5-11) + 24 x (irr-B5-32-h) + 3 x (irr-B5-55) + 2 x (irr-B5-320-h)
vtx-B05-880-84-48-b	Δ = 880	bi.bi = 84	b0.bi = 48	10 x (irr-B5-11) + 20 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 2 x (irr-B5-165)
vtx-B05-880-94-50	Δ = 880	bi.bi = 94	b0.bi = 50	18 x (irr-B5-11) + 12 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-880-100-50	Δ = 880	bi.bi = 100	b0.bi = 50	30 x (irr-B5-11) + 5 x (irr-B5-55) + 1 x (irr-B5-330)
vtx-B05-880-123-59	Δ = 880	bi.bi = 123	b0.bi = 59	4 x (irr-B5-11) + 1 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-320-h) + 3 x (irr-B5-165)
vtx-B05-880-148-64	Δ = 880	bi.bi = 148	b0.bi = 64	5 x (irr-B5-11) + 3 x (irr-B5-55) + 1 x (irr-B5-65) + 2 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-880-244-80	Δ = 880	bi.bi = 244	b0.bi = 80	6 x (irr-B5-11) + 3 x (irr-B5-55) + 1 x (irr-B5-1408-h)
vtx-B05-881-39-35	Δ = 881	bi.bi = 39	b0.bi = 35	25 x (irr-B5-11) + 31 x (irr-B5-32-h) + 3 x (irr-B5-55)
vtx-B05-881-68-44	Δ = 881	bi.bi = 68	b0.bi = 44	11 x (irr-B5-11) + 20 x (irr-B5-32-h) + 6 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-881-87-49-a	Δ = 881	bi.bi = 87	b0.bi = 49	4 x (irr-B5-11) + 27 x (irr-B5-32-h) + 2 x (irr-B5-65) + 2 x (irr-B5-165)
vtx-B05-881-87-49-b	Δ = 881	bi.bi = 87	b0.bi = 49	31 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 2 x (irr-B5-320-h)
vtx-B05-881-97-51	Δ = 881	bi.bi = 97	b0.bi = 51	8 x (irr-B5-11) + 23 x (irr-B5-32-h) + 3 x (irr-B5-320-h)
vtx-B05-881-103-51	Δ = 881	bi.bi = 103	b0.bi = 51	24 x (irr-B5-11) + 7 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-881-136-62	Δ = 881	bi.bi = 136	b0.bi = 62	6 x (irr-B5-11) + 1 x (irr-B5-55) + 2 x (irr-B5-320-h) + 3 x (irr-B5-165)
vtx-B05-881-151-65	Δ = 881	bi.bi = 151	b0.bi = 65	3 x (irr-B5-11) + 3 x (irr-B5-32-h) + 3 x (irr-B5-65) + 2 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-881-165-67	Δ = 881	bi.bi = 165	b0.bi = 67	3 x (irr-B5-11) + 1 x (irr-B5-32-h) + 3 x (irr-B5-55) + 4 x (irr-B5-65) + 1 x (irr-B5-462)
vtx-B05-881-247-81	Δ = 881	bi.bi = 247	b0.bi = 81	7 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-1408-h)
vtx-B05-882-42-36	Δ = 882	bi.bi = 42	b0.bi = 36	19 x (irr-B5-11) + 38 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65)
vtx-B05-882-52-38	Δ = 882	bi.bi = 52	b0.bi = 38	27 x (irr-B5-11) + 30 x (irr-B5-32-h) + 1 x (irr-B5-320-h)
vtx-B05-882-71-45	Δ = 882	bi.bi = 71	b0.bi = 45	5 x (irr-B5-11) + 27 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-882-81-47	Δ = 882	bi.bi = 81	b0.bi = 47	13 x (irr-B5-11) + 19 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-882-91-49	Δ = 882	bi.bi = 91	b0.bi = 49	25 x (irr-B5-11) + 7 x (irr-B5-32-h) + 1 x (irr-B5-55) + 3 x (irr-B5-165)
vtx-B05-882-106-52	Δ = 882	bi.bi = 106	b0.bi = 52	18 x (irr-B5-11) + 14 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-882-116-54	Δ = 882	bi.bi = 116	b0.bi = 54	26 x (irr-B5-11) + 6 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-882-135-61	Δ = 882	bi.bi = 135	b0.bi = 61	4 x (irr-B5-11) + 3 x (irr-B5-32-h) + 4 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-882-178-70	Δ = 882	bi.bi = 178	b0.bi = 70	5 x (irr-B5-11) + 4 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-462)
vtx-B05-883-55-41	Δ = 883	bi.bi = 55	b0.bi = 41	6 x (irr-B5-11) + 27 x (irr-B5-32-h) + 8 x (irr-B5-55)
vtx-B05-883-84-48	Δ = 883	bi.bi = 84	b0.bi = 48	7 x (irr-B5-11) + 26 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-883-94-50	Δ = 883	bi.bi = 94	b0.bi = 50	15 x (irr-B5-11) + 18 x (irr-B5-32-h) + 2 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-883-119-57	Δ = 883	bi.bi = 119	b0.bi = 57	5 x (irr-B5-11) + 3 x (irr-B5-32-h) + 8 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-883-123-59-a	Δ = 883	bi.bi = 123	b0.bi = 59	5 x (irr-B5-11) + 3 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 4 x (irr-B5-165)
vtx-B05-883-123-59-b	Δ = 883	bi.bi = 123	b0.bi = 59	1 x (irr-B5-11) + 7 x (irr-B5-32-h) + 3 x (irr-B5-55) + 2 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-883-148-64	Δ = 883	bi.bi = 148	b0.bi = 64	6 x (irr-B5-11) + 2 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-884-49-37	Δ = 884	bi.bi = 49	b0.bi = 37	34 x (irr-B5-11) + 25 x (irr-B5-32-h) + 1 x (irr-B5-165)
vtx-B05-884-58-42	Δ = 884	bi.bi = 58	b0.bi = 42	34 x (irr-B5-32-h) + 6 x (irr-B5-55) + 1 x (irr-B5-65)
vtx-B05-884-68-44	Δ = 884	bi.bi = 68	b0.bi = 44	8 x (irr-B5-11) + 26 x (irr-B5-32-h) + 5 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-884-78-46	Δ = 884	bi.bi = 78	b0.bi = 46	20 x (irr-B5-11) + 14 x (irr-B5-32-h) + 3 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-884-107-55	Δ = 884	bi.bi = 107	b0.bi = 55	6 x (irr-B5-11) + 3 x (irr-B5-32-h) + 6 x (irr-B5-55) + 3 x (irr-B5-165)
vtx-B05-884-113-53	Δ = 884	bi.bi = 113	b0.bi = 53	33 x (irr-B5-11) + 1 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-884-132-60	Δ = 884	bi.bi = 132	b0.bi = 60	7 x (irr-B5-11) + 2 x (irr-B5-32-h) + 5 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-884-136-62	Δ = 884	bi.bi = 136	b0.bi = 62	3 x (irr-B5-11) + 6 x (irr-B5-32-h) + 3 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-885-71-45	Δ = 885	bi.bi = 71	b0.bi = 45	2 x (irr-B5-11) + 33 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h)
vtx-B05-885-81-47-a	Δ = 885	bi.bi = 81	b0.bi = 47	10 x (irr-B5-11) + 25 x (irr-B5-32-h) + 2 x (irr-B5-55) + 2 x (irr-B5-320-h)
vtx-B05-885-81-47-b	Δ = 885	bi.bi = 81	b0.bi = 47	14 x (irr-B5-11) + 21 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 2 x (irr-B5-165)
vtx-B05-885-91-49	Δ = 885	bi.bi = 91	b0.bi = 49	22 x (irr-B5-11) + 13 x (irr-B5-32-h) + 1 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-885-97-49	Δ = 885	bi.bi = 97	b0.bi = 49	34 x (irr-B5-11) + 1 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-330)
vtx-B05-885-110-56	Δ = 885	bi.bi = 110	b0.bi = 56	10 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-65) + 3 x (irr-B5-165)
vtx-B05-885-120-58	Δ = 885	bi.bi = 120	b0.bi = 58	8 x (irr-B5-11) + 2 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-320-h) + 3 x (irr-B5-165)
vtx-B05-885-135-61	Δ = 885	bi.bi = 135	b0.bi = 61	1 x (irr-B5-11) + 9 x (irr-B5-32-h) + 3 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
