vtx-B03-n5-n3-n1	Δ = -5	bi.bi = -3	b0.bi = -1	2 x (irr-B3-8)
vtx-B03-201-30-14	Δ = 201	bi.bi = 30	b0.bi = 14	7 x (irr-B3-7) + 6 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-201-35-15	Δ = 201	bi.bi = 35	b0.bi = 15	5 x (irr-B3-7) + 6 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35)
vtx-B03-201-46-18	Δ = 201	bi.bi = 46	b0.bi = 18	1 x (irr-B3-7) + 4 x (irr-B3-21) + 1 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-202-6-8	Δ = 202	bi.bi = 6	b0.bi = 8	9 x (irr-B3-7) + 20 x (irr-B3-8)
vtx-B03-202-22-12	Δ = 202	bi.bi = 22	b0.bi = 12	3 x (irr-B3-7) + 14 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-48)
vtx-B03-202-27-13	Δ = 202	bi.bi = 27	b0.bi = 13	1 x (irr-B3-7) + 14 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35)
vtx-B03-203-28-14	Δ = 203	bi.bi = 28	b0.bi = 14	12 x (irr-B3-7) + 5 x (irr-B3-21) + 1 x (irr-B3-35)
vtx-B03-203-43-17	Δ = 203	bi.bi = 43	b0.bi = 17	6 x (irr-B3-7) + 2 x (irr-B3-8) + 2 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-203-48-18	Δ = 203	bi.bi = 48	b0.bi = 18	4 x (irr-B3-7) + 2 x (irr-B3-8) + 1 x (irr-B3-27) + 3 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-203-53-19	Δ = 203	bi.bi = 53	b0.bi = 19	2 x (irr-B3-7) + 2 x (irr-B3-8) + 2 x (irr-B3-27) + 4 x (irr-B3-35)
vtx-B03-203-83-23	Δ = 203	bi.bi = 83	b0.bi = 23	3 x (irr-B3-7) + 2 x (irr-B3-8) + 1 x (irr-B3-27) + 1 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-203-88-24-a	Δ = 203	bi.bi = 88	b0.bi = 24	2 x (irr-B3-7) + 3 x (irr-B3-35) + 1 x (irr-B3-105)
vtx-B03-203-88-24-b	Δ = 203	bi.bi = 88	b0.bi = 24	1 x (irr-B3-7) + 2 x (irr-B3-8) + 2 x (irr-B3-27) + 1 x (irr-B3-35) + 1 x (irr-B3-112a)
vtx-B03-203-123-29	Δ = 203	bi.bi = 123	b0.bi = 29	1 x (irr-B3-7) + 1 x (irr-B3-105) + 1 x (irr-B3-112a)
vtx-B03-204-20-12	Δ = 204	bi.bi = 20	b0.bi = 12	8 x (irr-B3-7) + 8 x (irr-B3-8) + 5 x (irr-B3-21)
vtx-B03-204-35-15	Δ = 204	bi.bi = 35	b0.bi = 15	2 x (irr-B3-7) + 10 x (irr-B3-8) + 1 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-204-36-16	Δ = 204	bi.bi = 36	b0.bi = 16	2 x (irr-B3-7) + 2 x (irr-B3-8) + 7 x (irr-B3-21) + 1 x (irr-B3-48)
vtx-B03-204-40-16	Δ = 204	bi.bi = 40	b0.bi = 16	10 x (irr-B3-8) + 1 x (irr-B3-27) + 2 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-204-41-17	Δ = 204	bi.bi = 41	b0.bi = 17	2 x (irr-B3-8) + 7 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35)
vtx-B03-205-25-13	Δ = 205	bi.bi = 25	b0.bi = 13	17 x (irr-B3-7) + 2 x (irr-B3-8) + 1 x (irr-B3-21) + 2 x (irr-B3-35)
vtx-B03-206-17-11	Δ = 206	bi.bi = 17	b0.bi = 11	13 x (irr-B3-7) + 10 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-35)
vtx-B03-206-33-15	Δ = 206	bi.bi = 33	b0.bi = 15	7 x (irr-B3-7) + 4 x (irr-B3-8) + 3 x (irr-B3-21) + 1 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-206-38-16	Δ = 206	bi.bi = 38	b0.bi = 16	5 x (irr-B3-7) + 4 x (irr-B3-8) + 3 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35)
vtx-B03-207-9-9	Δ = 207	bi.bi = 9	b0.bi = 9	9 x (irr-B3-7) + 18 x (irr-B3-8) + 1 x (irr-B3-21)
vtx-B03-207-25-13	Δ = 207	bi.bi = 25	b0.bi = 13	3 x (irr-B3-7) + 12 x (irr-B3-8) + 3 x (irr-B3-21) + 1 x (irr-B3-48)
vtx-B03-207-30-14	Δ = 207	bi.bi = 30	b0.bi = 14	1 x (irr-B3-7) + 12 x (irr-B3-8) + 3 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35)
vtx-B03-208-46-18	Δ = 208	bi.bi = 46	b0.bi = 18	6 x (irr-B3-7) + 1 x (irr-B3-21) + 2 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-208-51-19	Δ = 208	bi.bi = 51	b0.bi = 19	4 x (irr-B3-7) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 3 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-208-56-20	Δ = 208	bi.bi = 56	b0.bi = 20	2 x (irr-B3-7) + 1 x (irr-B3-21) + 2 x (irr-B3-27) + 4 x (irr-B3-35)
vtx-B03-208-86-24	Δ = 208	bi.bi = 86	b0.bi = 24	3 x (irr-B3-7) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-208-91-25	Δ = 208	bi.bi = 91	b0.bi = 25	1 x (irr-B3-7) + 1 x (irr-B3-21) + 2 x (irr-B3-27) + 1 x (irr-B3-35) + 1 x (irr-B3-112a)
vtx-B03-209-23-13	Δ = 209	bi.bi = 23	b0.bi = 13	8 x (irr-B3-7) + 6 x (irr-B3-8) + 6 x (irr-B3-21)
vtx-B03-209-38-16	Δ = 209	bi.bi = 38	b0.bi = 16	2 x (irr-B3-7) + 8 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-209-39-17	Δ = 209	bi.bi = 39	b0.bi = 17	2 x (irr-B3-7) + 8 x (irr-B3-21) + 1 x (irr-B3-48)
vtx-B03-209-43-17	Δ = 209	bi.bi = 43	b0.bi = 17	8 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-209-44-18	Δ = 209	bi.bi = 44	b0.bi = 18	8 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35)
vtx-B03-210-28-14	Δ = 210	bi.bi = 28	b0.bi = 14	17 x (irr-B3-7) + 2 x (irr-B3-21) + 2 x (irr-B3-35)
vtx-B03-211-20-12	Δ = 211	bi.bi = 20	b0.bi = 12	13 x (irr-B3-7) + 8 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-35)
vtx-B03-211-36-16	Δ = 211	bi.bi = 36	b0.bi = 16	7 x (irr-B3-7) + 2 x (irr-B3-8) + 4 x (irr-B3-21) + 1 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-211-41-17	Δ = 211	bi.bi = 41	b0.bi = 17	5 x (irr-B3-7) + 2 x (irr-B3-8) + 4 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35)
vtx-B03-212-12-10	Δ = 212	bi.bi = 12	b0.bi = 10	9 x (irr-B3-7) + 16 x (irr-B3-8) + 2 x (irr-B3-21)
vtx-B03-212-28-14	Δ = 212	bi.bi = 28	b0.bi = 14	3 x (irr-B3-7) + 10 x (irr-B3-8) + 4 x (irr-B3-21) + 1 x (irr-B3-48)
vtx-B03-212-33-15	Δ = 212	bi.bi = 33	b0.bi = 15	1 x (irr-B3-7) + 10 x (irr-B3-8) + 4 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35)
vtx-B03-213-33-15	Δ = 213	bi.bi = 33	b0.bi = 15	12 x (irr-B3-7) + 4 x (irr-B3-8) + 2 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-213-38-16	Δ = 213	bi.bi = 38	b0.bi = 16	10 x (irr-B3-7) + 4 x (irr-B3-8) + 1 x (irr-B3-27) + 3 x (irr-B3-35)
vtx-B03-213-73-21	Δ = 213	bi.bi = 73	b0.bi = 21	9 x (irr-B3-7) + 4 x (irr-B3-8) + 1 x (irr-B3-27) + 1 x (irr-B3-112a)
vtx-B03-213-123-29	Δ = 213	bi.bi = 123	b0.bi = 29	2 x (irr-B3-7) + 4 x (irr-B3-27) + 1 x (irr-B3-112b)
vtx-B03-214-25-13	Δ = 214	bi.bi = 25	b0.bi = 13	8 x (irr-B3-7) + 12 x (irr-B3-8) + 1 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-214-26-14	Δ = 214	bi.bi = 26	b0.bi = 14	8 x (irr-B3-7) + 4 x (irr-B3-8) + 7 x (irr-B3-21)
vtx-B03-214-30-14	Δ = 214	bi.bi = 30	b0.bi = 14	6 x (irr-B3-7) + 12 x (irr-B3-8) + 1 x (irr-B3-27) + 2 x (irr-B3-35)
vtx-B03-214-41-17	Δ = 214	bi.bi = 41	b0.bi = 17	2 x (irr-B3-7) + 6 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-214-46-18	Δ = 214	bi.bi = 46	b0.bi = 18	6 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-215-17-11	Δ = 215	bi.bi = 17	b0.bi = 11	4 x (irr-B3-7) + 20 x (irr-B3-8) + 1 x (irr-B3-48)
vtx-B03-215-22-12	Δ = 215	bi.bi = 22	b0.bi = 12	2 x (irr-B3-7) + 20 x (irr-B3-8) + 1 x (irr-B3-27) + 1 x (irr-B3-35)
vtx-B03-216-23-13	Δ = 216	bi.bi = 23	b0.bi = 13	13 x (irr-B3-7) + 6 x (irr-B3-8) + 3 x (irr-B3-21) + 1 x (irr-B3-35)
vtx-B03-216-39-17	Δ = 216	bi.bi = 39	b0.bi = 17	7 x (irr-B3-7) + 5 x (irr-B3-21) + 1 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-216-44-18	Δ = 216	bi.bi = 44	b0.bi = 18	5 x (irr-B3-7) + 5 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35)
vtx-B03-216-54-20	Δ = 216	bi.bi = 54	b0.bi = 20	1 x (irr-B3-7) + 2 x (irr-B3-8) + 2 x (irr-B3-35) + 3 x (irr-B3-48)
vtx-B03-217-15-11	Δ = 217	bi.bi = 15	b0.bi = 11	9 x (irr-B3-7) + 14 x (irr-B3-8) + 3 x (irr-B3-21)
vtx-B03-217-31-15	Δ = 217	bi.bi = 31	b0.bi = 15	3 x (irr-B3-7) + 8 x (irr-B3-8) + 5 x (irr-B3-21) + 1 x (irr-B3-48)
vtx-B03-217-36-16	Δ = 217	bi.bi = 36	b0.bi = 16	1 x (irr-B3-7) + 8 x (irr-B3-8) + 5 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35)
vtx-B03-218-36-16	Δ = 218	bi.bi = 36	b0.bi = 16	12 x (irr-B3-7) + 2 x (irr-B3-8) + 1 x (irr-B3-21) + 2 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-218-41-17	Δ = 218	bi.bi = 41	b0.bi = 17	10 x (irr-B3-7) + 2 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 3 x (irr-B3-35)
vtx-B03-218-76-22	Δ = 218	bi.bi = 76	b0.bi = 22	9 x (irr-B3-7) + 2 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-112a)
vtx-B03-219-28-14	Δ = 219	bi.bi = 28	b0.bi = 14	8 x (irr-B3-7) + 10 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-219-29-15	Δ = 219	bi.bi = 29	b0.bi = 15	8 x (irr-B3-7) + 2 x (irr-B3-8) + 8 x (irr-B3-21)
vtx-B03-219-33-15	Δ = 219	bi.bi = 33	b0.bi = 15	6 x (irr-B3-7) + 10 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35)
vtx-B03-219-44-18	Δ = 219	bi.bi = 44	b0.bi = 18	2 x (irr-B3-7) + 4 x (irr-B3-8) + 3 x (irr-B3-21) + 1 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-219-49-19	Δ = 219	bi.bi = 49	b0.bi = 19	4 x (irr-B3-8) + 3 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-220-20-12	Δ = 220	bi.bi = 20	b0.bi = 12	4 x (irr-B3-7) + 18 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-48)
vtx-B03-220-25-13	Δ = 220	bi.bi = 25	b0.bi = 13	2 x (irr-B3-7) + 18 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35)
vtx-B03-221-26-14	Δ = 221	bi.bi = 26	b0.bi = 14	13 x (irr-B3-7) + 4 x (irr-B3-8) + 4 x (irr-B3-21) + 1 x (irr-B3-35)
vtx-B03-221-57-21	Δ = 221	bi.bi = 57	b0.bi = 21	1 x (irr-B3-7) + 1 x (irr-B3-21) + 2 x (irr-B3-35) + 3 x (irr-B3-48)
vtx-B03-222-18-12	Δ = 222	bi.bi = 18	b0.bi = 12	9 x (irr-B3-7) + 12 x (irr-B3-8) + 4 x (irr-B3-21)
vtx-B03-222-34-16	Δ = 222	bi.bi = 34	b0.bi = 16	3 x (irr-B3-7) + 6 x (irr-B3-8) + 6 x (irr-B3-21) + 1 x (irr-B3-48)
vtx-B03-222-39-17	Δ = 222	bi.bi = 39	b0.bi = 17	1 x (irr-B3-7) + 6 x (irr-B3-8) + 6 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35)
vtx-B03-223-23-13	Δ = 223	bi.bi = 23	b0.bi = 13	18 x (irr-B3-7) + 6 x (irr-B3-8) + 2 x (irr-B3-35)
vtx-B03-223-39-17	Δ = 223	bi.bi = 39	b0.bi = 17	12 x (irr-B3-7) + 2 x (irr-B3-21) + 2 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-223-44-18	Δ = 223	bi.bi = 44	b0.bi = 18	10 x (irr-B3-7) + 2 x (irr-B3-21) + 1 x (irr-B3-27) + 3 x (irr-B3-35)
vtx-B03-223-79-23	Δ = 223	bi.bi = 79	b0.bi = 23	9 x (irr-B3-7) + 2 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-112a)
vtx-B03-224-15-11	Δ = 224	bi.bi = 15	b0.bi = 11	14 x (irr-B3-7) + 14 x (irr-B3-8) + 1 x (irr-B3-35)
vtx-B03-224-31-15	Δ = 224	bi.bi = 31	b0.bi = 15	8 x (irr-B3-7) + 8 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-224-32-16	Δ = 224	bi.bi = 32	b0.bi = 16	8 x (irr-B3-7) + 9 x (irr-B3-21)
vtx-B03-224-36-16	Δ = 224	bi.bi = 36	b0.bi = 16	6 x (irr-B3-7) + 8 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35)
vtx-B03-224-47-19	Δ = 224	bi.bi = 47	b0.bi = 19	2 x (irr-B3-7) + 2 x (irr-B3-8) + 4 x (irr-B3-21) + 1 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-224-52-20	Δ = 224	bi.bi = 52	b0.bi = 20	2 x (irr-B3-8) + 4 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-225-7-9	Δ = 225	bi.bi = 7	b0.bi = 9	10 x (irr-B3-7) + 22 x (irr-B3-8)
vtx-B03-225-23-13	Δ = 225	bi.bi = 23	b0.bi = 13	4 x (irr-B3-7) + 16 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-48)
vtx-B03-225-28-14	Δ = 225	bi.bi = 28	b0.bi = 14	2 x (irr-B3-7) + 16 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35)
vtx-B03-226-29-15	Δ = 226	bi.bi = 29	b0.bi = 15	13 x (irr-B3-7) + 2 x (irr-B3-8) + 5 x (irr-B3-21) + 1 x (irr-B3-35)
vtx-B03-226-44-18	Δ = 226	bi.bi = 44	b0.bi = 18	7 x (irr-B3-7) + 4 x (irr-B3-8) + 2 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-226-49-19	Δ = 226	bi.bi = 49	b0.bi = 19	5 x (irr-B3-7) + 4 x (irr-B3-8) + 1 x (irr-B3-27) + 3 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-226-54-20	Δ = 226	bi.bi = 54	b0.bi = 20	3 x (irr-B3-7) + 4 x (irr-B3-8) + 2 x (irr-B3-27) + 4 x (irr-B3-35)
vtx-B03-226-84-24	Δ = 226	bi.bi = 84	b0.bi = 24	4 x (irr-B3-7) + 4 x (irr-B3-8) + 1 x (irr-B3-27) + 1 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-226-89-25-a	Δ = 226	bi.bi = 89	b0.bi = 25	2 x (irr-B3-7) + 4 x (irr-B3-8) + 2 x (irr-B3-27) + 1 x (irr-B3-35) + 1 x (irr-B3-112a)
vtx-B03-226-89-25-b	Δ = 226	bi.bi = 89	b0.bi = 25	3 x (irr-B3-7) + 2 x (irr-B3-8) + 3 x (irr-B3-35) + 1 x (irr-B3-105)
vtx-B03-226-124-30	Δ = 226	bi.bi = 124	b0.bi = 30	2 x (irr-B3-7) + 2 x (irr-B3-8) + 1 x (irr-B3-105) + 1 x (irr-B3-112a)
vtx-B03-227-21-13	Δ = 227	bi.bi = 21	b0.bi = 13	9 x (irr-B3-7) + 10 x (irr-B3-8) + 5 x (irr-B3-21)
vtx-B03-227-36-16	Δ = 227	bi.bi = 36	b0.bi = 16	3 x (irr-B3-7) + 12 x (irr-B3-8) + 1 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-227-37-17	Δ = 227	bi.bi = 37	b0.bi = 17	3 x (irr-B3-7) + 4 x (irr-B3-8) + 7 x (irr-B3-21) + 1 x (irr-B3-48)
vtx-B03-227-41-17	Δ = 227	bi.bi = 41	b0.bi = 17	1 x (irr-B3-7) + 12 x (irr-B3-8) + 1 x (irr-B3-27) + 2 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-227-42-18	Δ = 227	bi.bi = 42	b0.bi = 18	1 x (irr-B3-7) + 4 x (irr-B3-8) + 7 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35)
vtx-B03-228-26-14	Δ = 228	bi.bi = 26	b0.bi = 14	18 x (irr-B3-7) + 4 x (irr-B3-8) + 1 x (irr-B3-21) + 2 x (irr-B3-35)
vtx-B03-229-18-12	Δ = 229	bi.bi = 18	b0.bi = 12	14 x (irr-B3-7) + 12 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-35)
vtx-B03-229-34-16	Δ = 229	bi.bi = 34	b0.bi = 16	8 x (irr-B3-7) + 6 x (irr-B3-8) + 3 x (irr-B3-21) + 1 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-229-39-17	Δ = 229	bi.bi = 39	b0.bi = 17	6 x (irr-B3-7) + 6 x (irr-B3-8) + 3 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35)
vtx-B03-229-50-20	Δ = 229	bi.bi = 50	b0.bi = 20	2 x (irr-B3-7) + 5 x (irr-B3-21) + 1 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-229-55-21	Δ = 229	bi.bi = 55	b0.bi = 21	5 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-230-10-10	Δ = 230	bi.bi = 10	b0.bi = 10	10 x (irr-B3-7) + 20 x (irr-B3-8) + 1 x (irr-B3-21)
vtx-B03-230-26-14	Δ = 230	bi.bi = 26	b0.bi = 14	4 x (irr-B3-7) + 14 x (irr-B3-8) + 3 x (irr-B3-21) + 1 x (irr-B3-48)
vtx-B03-230-31-15	Δ = 230	bi.bi = 31	b0.bi = 15	2 x (irr-B3-7) + 14 x (irr-B3-8) + 3 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35)
vtx-B03-231-32-16	Δ = 231	bi.bi = 32	b0.bi = 16	13 x (irr-B3-7) + 6 x (irr-B3-21) + 1 x (irr-B3-35)
vtx-B03-231-47-19	Δ = 231	bi.bi = 47	b0.bi = 19	7 x (irr-B3-7) + 2 x (irr-B3-8) + 1 x (irr-B3-21) + 2 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-231-52-20	Δ = 231	bi.bi = 52	b0.bi = 20	5 x (irr-B3-7) + 2 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 3 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-231-57-21	Δ = 231	bi.bi = 57	b0.bi = 21	3 x (irr-B3-7) + 2 x (irr-B3-8) + 1 x (irr-B3-21) + 2 x (irr-B3-27) + 4 x (irr-B3-35)
vtx-B03-231-87-25	Δ = 231	bi.bi = 87	b0.bi = 25	4 x (irr-B3-7) + 2 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-231-92-26-a	Δ = 231	bi.bi = 92	b0.bi = 26	3 x (irr-B3-7) + 1 x (irr-B3-21) + 3 x (irr-B3-35) + 1 x (irr-B3-105)
vtx-B03-231-92-26-b	Δ = 231	bi.bi = 92	b0.bi = 26	2 x (irr-B3-7) + 2 x (irr-B3-8) + 1 x (irr-B3-21) + 2 x (irr-B3-27) + 1 x (irr-B3-35) + 1 x (irr-B3-112a)
vtx-B03-231-127-31	Δ = 231	bi.bi = 127	b0.bi = 31	2 x (irr-B3-7) + 1 x (irr-B3-21) + 1 x (irr-B3-105) + 1 x (irr-B3-112a)
vtx-B03-232-24-14	Δ = 232	bi.bi = 24	b0.bi = 14	9 x (irr-B3-7) + 8 x (irr-B3-8) + 6 x (irr-B3-21)
vtx-B03-232-39-17	Δ = 232	bi.bi = 39	b0.bi = 17	3 x (irr-B3-7) + 10 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-232-40-18	Δ = 232	bi.bi = 40	b0.bi = 18	3 x (irr-B3-7) + 2 x (irr-B3-8) + 8 x (irr-B3-21) + 1 x (irr-B3-48)
vtx-B03-232-44-18	Δ = 232	bi.bi = 44	b0.bi = 18	1 x (irr-B3-7) + 10 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-232-45-19	Δ = 232	bi.bi = 45	b0.bi = 19	1 x (irr-B3-7) + 2 x (irr-B3-8) + 8 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35)
vtx-B03-233-29-15	Δ = 233	bi.bi = 29	b0.bi = 15	18 x (irr-B3-7) + 2 x (irr-B3-8) + 2 x (irr-B3-21) + 2 x (irr-B3-35)
vtx-B03-234-21-13	Δ = 234	bi.bi = 21	b0.bi = 13	14 x (irr-B3-7) + 10 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-35)
vtx-B03-234-37-17	Δ = 234	bi.bi = 37	b0.bi = 17	8 x (irr-B3-7) + 4 x (irr-B3-8) + 4 x (irr-B3-21) + 1 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-234-42-18	Δ = 234	bi.bi = 42	b0.bi = 18	6 x (irr-B3-7) + 4 x (irr-B3-8) + 4 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35)
vtx-B03-235-13-11	Δ = 235	bi.bi = 13	b0.bi = 11	10 x (irr-B3-7) + 18 x (irr-B3-8) + 2 x (irr-B3-21)
vtx-B03-235-29-15	Δ = 235	bi.bi = 29	b0.bi = 15	4 x (irr-B3-7) + 12 x (irr-B3-8) + 4 x (irr-B3-21) + 1 x (irr-B3-48)
vtx-B03-235-34-16	Δ = 235	bi.bi = 34	b0.bi = 16	2 x (irr-B3-7) + 12 x (irr-B3-8) + 4 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35)
vtx-B03-236-34-16	Δ = 236	bi.bi = 34	b0.bi = 16	13 x (irr-B3-7) + 6 x (irr-B3-8) + 2 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-236-39-17	Δ = 236	bi.bi = 39	b0.bi = 17	11 x (irr-B3-7) + 6 x (irr-B3-8) + 1 x (irr-B3-27) + 3 x (irr-B3-35)
vtx-B03-236-50-20	Δ = 236	bi.bi = 50	b0.bi = 20	7 x (irr-B3-7) + 2 x (irr-B3-21) + 2 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-236-55-21	Δ = 236	bi.bi = 55	b0.bi = 21	5 x (irr-B3-7) + 2 x (irr-B3-21) + 1 x (irr-B3-27) + 3 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-236-60-22	Δ = 236	bi.bi = 60	b0.bi = 22	3 x (irr-B3-7) + 2 x (irr-B3-21) + 2 x (irr-B3-27) + 4 x (irr-B3-35)
vtx-B03-236-74-22	Δ = 236	bi.bi = 74	b0.bi = 22	10 x (irr-B3-7) + 6 x (irr-B3-8) + 1 x (irr-B3-27) + 1 x (irr-B3-112a)
vtx-B03-236-90-26	Δ = 236	bi.bi = 90	b0.bi = 26	4 x (irr-B3-7) + 2 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-236-95-27	Δ = 236	bi.bi = 95	b0.bi = 27	2 x (irr-B3-7) + 2 x (irr-B3-21) + 2 x (irr-B3-27) + 1 x (irr-B3-35) + 1 x (irr-B3-112a)
vtx-B03-236-124-30	Δ = 236	bi.bi = 124	b0.bi = 30	3 x (irr-B3-7) + 2 x (irr-B3-8) + 4 x (irr-B3-27) + 1 x (irr-B3-112b)
vtx-B03-236-204-38	Δ = 236	bi.bi = 204	b0.bi = 38	5 x (irr-B3-7) + 2 x (irr-B3-27) + 1 x (irr-B3-168b)
vtx-B03-237-26-14	Δ = 237	bi.bi = 26	b0.bi = 14	9 x (irr-B3-7) + 14 x (irr-B3-8) + 1 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-237-27-15	Δ = 237	bi.bi = 27	b0.bi = 15	9 x (irr-B3-7) + 6 x (irr-B3-8) + 7 x (irr-B3-21)
vtx-B03-237-31-15	Δ = 237	bi.bi = 31	b0.bi = 15	7 x (irr-B3-7) + 14 x (irr-B3-8) + 1 x (irr-B3-27) + 2 x (irr-B3-35)
vtx-B03-237-42-18	Δ = 237	bi.bi = 42	b0.bi = 18	3 x (irr-B3-7) + 8 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-35) + 2 x (irr-B3-48)
